time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,temp,pressure,humidity,Year,month,day
2017-May-24,9234,13411,117827,137001,7545,2479,23534,47927,121408,1274,2471,57661,7463,97049,57029,97546,704542,703865,48.70875,55.3275,296.2519167,1018.125,50.73333333,2017,May,24
2017-May-25,9065,13791,152012,149682,7519,1893,23756,67651,121136,1254,2537,52913,7243,65827,52358,65933,716106,714032,53.29416667,59.18791667,297.0879167,1014.183333,47.8,2017,May,25
2017-May-26,9080,13992,153233,157952,7169,1380,24361,50665,121357,1293,2573,42005,7279,82992,45657,83073,710737,708633,52.54666667,58.66541667,295.2082258,1013.870968,60.44354839,2017,May,26
2017-May-27,9298,12810,103754,106454,6154,3354,24142,37380,121270,1255,2604,43921,7804,127913,45508,127631,633168,629668,47.13666667,53.68625,295.2665854,1015.869919,67.5203252,2017,May,27
2017-May-28,9244,8530,101682,81459,5658,8052,23589,35930,121139,1256,2430,27069,7861,131738,30918,133008,577403,572161,44.90416667,51.80208333,294.9358333,1016.941667,62.875,2017,May,28
2017-May-29,8862,9870,141603,143140,7171,836,24849,65422,121146,1317,2353,33953,7679,55111,33276,55991,682290,679701,52.52458333,58.3,293.7915,1015.925,63.85,2017,May,29
2017-May-30,8608,19011,149997,152692,7566,3006,23672,51330,121216,1334,2399,47979,8122,51404,47056,51238,685778,688623,53.06916667,58.74125,293.2954098,1016.696721,66.05737705,2017,May,30
2017-May-31,8505,19666,147987,151891,7306,1612,22566,42188,125206,1443,2426,54786,7883,66507,53061,65723,690554,694625,54.01666667,59.45791667,294.7429167,1018.266667,62.075,2017,May,31
2017-June-01,8499,13352,142541,131861,6350,18738,14084,49102,170134,1420,2401,21829,7738,102206,20458,102125,598868,607126,63.24375,60.19291667,295.698374,1018.162602,61.49593496,2017,June,1
2017-June-02,8417,13891,109723,82096,5906,20720,30571,49411,169707,1427,1944,26479,7065,277604,25443,278541,738422,734921,48.83041667,57.93208333,295.9666935,1017.072581,65.24193548,2017,June,2
2017-June-03,8327,0,99585,36437,6717,16221,31444,57049,170336,1498,2174,23580,6025,249290,23414,248293,713362,703242,42.32958333,53.99416667,294.6613492,1016.65873,67.8015873,2017,June,3
2017-June-04,5741,802,98114,45281,6878,17339,25832,39588,167728,1415,2177,56242,6196,215286,55996,215857,681308,681235,38.36291667,50.24083333,292.0248462,1016.938462,72.18461538,2017,June,4
2017-June-05,6381,10508,90343,69196,6194,14073,21608,33451,140944,1251,2358,51220,7296,150860,50512,151805,602369,606098,41.3075,54.39833333,292.7503279,1015.5,61.53278689,2017,June,5
2017-June-06,8004,20071,141784,118712,7773,4265,22188,28123,131913,1385,2390,61206,7777,103935,59839,104265,696939,699717,48.31708333,53.90541667,294.027686,1015.454545,57.01652893,2017,June,6
2017-June-07,9408,18451,200157,131580,7843,7584,16798,25162,144702,1385,2210,22914,7816,133044,26950,133443,740253,737658,51.27875,55.33333333,294.9549167,1019.091667,58.13333333,2017,June,7
2017-June-08,8304,10031,119691,54761,6251,21055,14030,21750,164669,745,2234,56693,7044,170527,55084,171577,641522,645822,41.70291667,53.6025,296.4613223,1015.504132,58.37190083,2017,June,8
2017-June-09,9471,14383,165102,81245,8053,2168,10921,27812,161656,1347,2260,49036,7866,155916,47535,154983,742092,746724,48.03208333,57.10458333,296.0888333,1015.808333,61.04166667,2017,June,9
2017-June-10,8277,9566,188508,113137,7994,4849,9620,15503,141117,1180,2286,43220,7350,175736,42361,176081,698367,700271,51.35833333,53.88833333,297.4335833,1017.141667,56.95833333,2017,June,10
2017-June-11,8492,13666,199882,122742,7384,11761,10340,17578,122731,1204,2098,32911,6362,185694,31956,185404,697714,689059,57.49166667,50.06666667,298.5771667,1016.941667,51.15,2017,June,11
2017-June-12,8445,22045,286388,155393,7811,2863,12941,40765,145696,1347,2471,24823,7336,68176,24602,67688,703159,721739,72.97125,55.24416667,298.9545,1016.1,48.35,2017,June,12
2017-June-13,6862,5299,183654,148742,7205,3144,20549,43158,144650,1253,2368,58964,6665,104853,58659,105309,764971,778419,51.10916667,56.71791667,298.7914167,1013.683333,49.08333333,2017,June,13
2017-June-14,7313,0,227199,157256,6997,6,20486,60020,144302,1223,2262,57390,7136,51386,57043,51538,781042,792342,53.93791667,59.28375,299.1033058,1014.31405,52.51239669,2017,June,14
2017-June-15,7783,1241,212896,160048,7563,6586,19328,40717,144139,1174,2317,53087,7458,94387,52334,91680,775262,796404,53.38875,58.82625,299.2182645,1017.14876,54.34710744,2017,June,15
2017-June-16,7849,510,205394,149875,7858,3575,19997,46178,144128,1263,2308,52092,7398,116191,51511,117699,792616,796771,50.97708333,57.77833333,300.4429752,1019.710744,54.04132231,2017,June,16
2017-June-17,8320,6669,164086,136132,5769,3208,19258,38401,144151,1221,2236,51898,7870,104192,52069,104618,719088,729290,50.25875,55.6325,300.9510744,1017.239669,50.18181818,2017,June,17
2017-June-18,8598,5935,142155,133380,5597,5281,18433,31243,144068,1185,2118,50122,7893,91157,50555,91498,678259,675963,50.36958333,56.24625,300.97225,1014.416667,50.1,2017,June,18
2017-June-19,8611,6747,217510,157153,7394,2866,19076,33915,143948,1283,2127,43240,7960,136174,44546,135159,812406,798211,53.35375,59.91666667,300.20064,1016.552,53.592,2017,June,19
2017-June-20,7443,18904,250629,170251,7942,240,19917,40949,143956,1306,2207,50343,7406,82789,51272,82622,812074,810193,54.47166667,60.1975,300.3540164,1017.081967,51.1557377,2017,June,20
2017-June-21,8113,20851,282141,162427,7787,461,20209,44740,139393,1230,2186,53895,6707,37835,54728,38227,817374,810039,56.88833333,62.77208333,300.37975,1015.016667,52.04166667,2017,June,21
2017-June-22,8663,19117,283134,167735,7410,1063,19232,33552,143061,1230,2289,55914,6702,48556,55849,48747,810190,811865,55.49,61.29208333,299.701,1017.925,54.79166667,2017,June,22
2017-June-23,8385,18247,228990,166778,7875,656,18713,32729,144036,1291,2375,59617,6848,66894,59236,67141,795682,786138,52.97041667,59.04791667,298.9570079,1020.543307,55.03937008,2017,June,23
2017-June-24,8033,20390,161984,157174,6649,9334,17664,22691,144048,1223,2014,47664,7121,83251,48538,83379,698063,700386,51.64083333,56.58083333,299.2929268,1018.715447,55.05691057,2017,June,24
2017-June-25,7915,18991,123628,148793,5812,7569,18092,27284,138292,1179,1931,25441,6973,84980,29388,84155,649462,648263,48.27333333,53.53416667,298.2247581,1015.314516,59.9516129,2017,June,25
2017-June-26,8681,11929,207479,152427,7348,161,19302,39647,124382,1181,2046,55816,6991,62533,55554,63509,767500,762426,54.7825,60.79791667,297.8302439,1011.430894,62.59349593,2017,June,26
2017-June-27,8634,6184,141561,130602,7800,6768,18827,27132,132729,1432,2153,48496,6761,173789,49893,171884,767369,762569,50.22875,56.84375,297.0361157,1009.628099,59.95867769,2017,June,27
2017-June-28,8783,9739,87863,68858,7915,23662,19891,25314,137085,1528,2077,40000,7137,298236,41653,298183,748614,736535,43.47916667,51.24041667,296.3134959,1008.691057,51.63414634,2017,June,28
2017-June-29,8593,12682,105634,72114,7629,33682,19074,22550,135981,1537,2099,52863,6867,230643,56576,230285,716607,699924,44.55458333,52.02208333,293.9608333,1011.108333,41.23333333,2017,June,29
2017-June-30,8450,14526,111277,82488,7768,9702,18691,27670,142298,1554,2190,54728,7187,164500,56094,165341,686283,683022,46.715,52.7175,292.9052893,1015.966942,47.59504132,2017,June,30
2017-July-01,8430,14998,136594,126629,5782,9884,14139,56295,170409,1405,2330,22625,7382,94283,22961,94698,649107,667208,63.76833333,50.62666667,292.9356557,1021.319672,51.45081967,2017,July,1
2017-July-02,9000,16923,122784,120559,7146,20828,36279,50567,170537,1390,2191,13637,7114,222184,13231,220713,755549,740033,55.29166667,49.42625,295.0057516,1020.983333,50.31666667,2017,July,2
2017-July-03,8844,12780,101799,52068,7524,10364,30455,63051,170243,1445,2453,33646,6545,206046,33681,205862,709816,708593,47.46666667,54.86291667,297.2243333,1021.058333,48.50833333,2017,July,3
2017-July-04,5996,929,109918,61544,6888,3036,26549,66603,167582,1373,2381,57397,6517,92374,57271,92672,671628,672350,46.78625,55.08041667,298.5798333,1016.741667,48.93333333,2017,July,4
2017-July-05,6384,10924,94830,76116,5500,11889,20955,26438,144517,1229,2427,60905,7237,73380,59065,72756,558145,557938,45.34916667,55.56791667,298.21975,1015.258333,57.91666667,2017,July,5
2017-July-06,7702,19003,157548,123692,7906,533,21000,29133,142836,1294,2412,62198,7027,75831,61463,75832,704287,709351,49.89916667,58.60708333,296.1264341,1017.007752,72.41085271,2017,July,6
2017-July-07,9592,18414,197600,127177,8059,12127,16929,21654,144610,1226,2149,35268,7931,128342,38134,127215,725841,726112,49.93541667,56.10916667,295.8515079,1017.039683,71.16666667,2017,July,7
2017-July-08,8562,14756,194675,79995,7847,4587,14483,34745,164316,414,2185,48035,7366,131106,48752,132202,738536,750395,47.21833333,54.0425,296.8403968,1015.619048,66.18253968,2017,July,8
2017-July-09,9351,14972,183429,83007,8107,1598,11044,34398,158243,1470,2183,45526,8011,112940,47330,114545,736822,736494,48.86875,52.12041667,297.4654545,1014.297521,64.23966942,2017,July,9
2017-July-10,8755,11093,145387,108761,6435,6913,9159,12866,141520,1280,2312,42004,8038,113542,41222,113670,620871,618580,53.41041667,55.38541667,297.3860244,1013.845528,61.70731707,2017,July,10
2017-July-11,8285,14451,227906,133080,7359,5181,10191,25609,122751,1248,2063,33339,6347,158408,33127,157760,707967,707467,59.25,56.99875,298.6479167,1015.316667,59,2017,July,11
2017-July-12,8769,22740,239450,155833,8227,7193,12434,50704,154488,1215,2427,21589,7522,87171,21158,87544,755867,751364,70.06,57.17125,299.8536667,1017.633333,57.35,2017,July,12
2017-July-13,9568,23118,246314,143732,8249,0,16523,44886,134520,331,2231,49063,7484,83921,51092,84725,799187,817688,52.81208333,59.45833333,300.5615,1018.175,58.68333333,2017,July,13
2017-July-14,9593,20693,219976,128128,8157,496,15801,21418,139770,388,2192,53833,7855,160093,53650,160304,802870,805329,48.82416667,56.04041667,299.7533333,1017.808333,59.425,2017,July,14
2017-July-15,9124,12811,155749,109562,6779,5753,14616,21745,141893,159,2046,55438,8106,156855,55696,157701,714802,712619,47.20208333,53.04416667,299.3301667,1018.291667,60.93333333,2017,July,15
2017-July-16,8915,12303,149058,93341,5858,17922,14435,21211,141725,141,1932,58123,8151,129224,57163,129292,658780,655550,47.02,53.28916667,300.0734167,1018.591667,57.09166667,2017,July,16
2017-July-17,8645,19472,204912,135354,7601,2327,15470,23087,141602,318,2062,39979,7596,158324,43370,157401,784251,788583,49.47041667,56.36166667,300.6936667,1016.175,53.06666667,2017,July,17
2017-July-18,8627,19970,191573,132418,8388,8045,15057,21999,141520,357,2145,41134,7365,191007,43573,190439,808750,807084,49.48958333,56.2475,300.4321951,1013.642276,54.3902439,2017,July,18
2017-July-19,9010,21627,212056,128943,8235,5314,15241,22869,141688,356,2279,53576,7041,133132,52968,133130,801942,794786,48.935,55.64,299.0223333,1013.683333,58.725,2017,July,19
2017-July-20,9232,21189,217278,124865,8247,7516,15334,23230,141741,366,2402,57114,7385,98523,56544,98198,778447,771493,48.49916667,55.8975,297.2648361,1013.713115,63,2017,July,20
2017-July-21,9220,18387,210593,114287,8392,4186,15709,25311,141954,347,2492,57758,7360,76143,56538,77311,761668,751999,49.29458333,56.78,296.5450413,1012.487603,62.38842975,2017,July,21
2017-July-22,8755,10226,157618,94158,6577,1879,15172,23552,141654,173,2318,59014,7183,66503,58184,66420,676117,671419,48.28583333,53.94416667,297.22875,1014.783333,59.05,2017,July,22
2017-July-23,8573,10081,133922,86112,6090,6964,14690,21184,139028,168,2081,55552,7071,74065,56134,73933,624765,618159,46.83166667,52.96916667,298.0639669,1018.099174,57.16528926,2017,July,23
2017-July-24,9313,12849,152478,98250,7260,7963,14933,29033,142113,176,2028,59201,7497,134297,58689,135160,733755,726447,46.94708333,54.82041667,298.0302479,1017.735537,59.46280992,2017,July,24
2017-July-25,9505,11955,160322,90289,7963,2610,14752,25602,142607,164,2189,58784,6647,137689,58272,138543,718426,725701,47.78875,55.625,297.1903333,1016.333333,54.81666667,2017,July,25
